ID,State,Type,Address,Price,Bedroom,Bathroom,Parking
438346704,NT,House,"4 Vendetta Crescent, Johnston",$600 per week,3 bedrooms,2 bathrooms,2 parking spaces
438346528,NT,Apartment,"254/8 Gardiner Street, Darwin City","$1,050 per week",4 bedrooms,2 bathrooms,2 parking spaces
438346308,NT,House,"16 Taylor Crescent, Bellamack",$650 per week,4 bedrooms,2 bathrooms,2 parking spaces
438345972,NT,House,"14 Lind Road, Johnston",$820 per week,5 bedrooms,3 bathrooms,2 parking spaces
438345644,NT,Unit,"3/24 Grassland Crescent, Leanyer",$420.00,2 bedrooms,1 bathroom,1 parking space
438345460,NT,Unit,"11/8 Dinah Court, Stuart Park",$550 per week,2 bedrooms,2 bathrooms,2 parking spaces
438345148,NT,Unit,"912/102 Esplanade Esplanade, Darwin City",$800 PER WEEK,2 bedrooms,2 bathrooms,2 parking spaces
438344792,NT,House,"30b Woodcote Crescent, Girraween",$680 per week,3 bedrooms,1 bathroom,
438343192,NT,Apartment,"62A Alawa Crescent, Alawa",$550 per week,3 bedrooms,1 bathroom,2 parking spaces
438341976,NT,Other,"3 Orange Street, Wycliffe Well",$430 per week,1 bathroom,,
438341948,NT,Unit,"2 Green Street, Wycliffe Well",$899 per week,2 bathrooms,,
438341944,NT,House,"52  Ward Crescent, Muirhead",$810 per week,4 bedrooms,2 bathrooms,2 parking spaces
438341916,NT,Unit,"1 Yellow Street, Wycliffe Well",$499 per week,4 bathrooms,,
438341632,NT,Apartment,"340/12 Salonika Street, Parap",$700 per week,3 bedrooms,2 bathrooms,2 parking spaces
438341312,NT,Unit,"4/6 Warrego Court, Larrakeyah",$650 per week,3 bedrooms,2 bathrooms,1 parking space
438341304,NT,House,"16 Gilbert Street, Ludmilla",$850 per week,3 bedrooms,2 bathrooms,2 parking spaces
438341212,NT,Studio,"46/52 Gregory Street, Parap",$270 per week - electricity included,1 bedroom,1 bathroom,
438341108,NT,House,"5 Ndhala Court, Gunn",$670 per week,4 bedrooms,2 bathrooms,2 parking spaces
438340480,NT,House,"8 Oatgrass Street, Zuccoli",$750 Per Week,4 bedrooms,2 bathrooms,2 parking spaces
438340448,NT,Apartment,"4/8 Poinciana Street, Nightcliff",$300 PW,1 bedroom,1 bathroom,1 parking space
438340124,NT,House,"3 Marita Street, Bellamack",$700 per week,4 bedrooms,3 bathrooms,2 parking spaces
438339940,NT,House,"1 Breaden Street, The Gap",$550,2 bedrooms,1 bathroom,2 parking spaces
438339792,NT,House,"27 Amsterdam Circuit, Wagaman",$475 per week,3 bedrooms,1 bathroom,
438339036,NT,Unit,"2/52 Milner Road, Gillen",$420 per week,2 bedrooms,1 bathroom,1 parking space
438338852,NT,Apartment,"54/14 Salonika Street, Parap",$750.00,3 bedrooms,2 bathrooms,2 parking spaces
434693567,NT,Unit,"49/108 Mitchell Street, Darwin City",$680 per week,2 bedrooms,2 bathrooms,2 parking spaces
432288710,NT,Unit,"33/29 Woods Street, Darwin City",Executive Apartment - City Views $680 Per Week,2 bedrooms,study,2 bathrooms
431712166,NT,Townhouse,"6/26 Nicker Crescent, Gillen",$470 per week,2 bedrooms,1 bathroom,1 parking space
438332004,NT,Unit,"3/54 Sabine Road, Millner",$500 pw,2 bedrooms,1 bathroom,2 parking spaces
423343122,NT,Unit,"4/2 Mcminn Street, East Side",$370 wk,1 bedroom,1 bathroom,1 parking space
438337156,NT,House,"56 Malak Crescent, Malak",$690 per week,3 bedrooms,1 bathroom,2 parking spaces
438337072,NT,Apartment,"508/16 Harvey Street, Darwin City",$600 pw,2 bedrooms,2 bathrooms,2 parking spaces
438336860,NT,Townhouse,"2/8 Gardens Hill Crescent, The Gardens",$650 per week,3 bedrooms,2 bathrooms,2 parking spaces
438336772,NT,House,"21 Canegrass Circuit, Zuccoli",$750 per week,3 bedrooms,2 bathrooms,1 parking space
438336320,NT,Unit,"8 Ochre Court, Gillen",$480 per week,2 bedrooms,1 bathroom,1 parking space
438336200,NT,Unit,"1628/27 Woods Street, Darwin City",$850.00 per week,3 bedrooms,2 bathrooms,2 parking spaces
438335520,NT,Unit,"249 Mcmillians Road, Moil",$330,1 bedroom,1 bathroom,2 parking spaces
438335472,NT,Townhouse,"4/7 Annear Court, Stuart Park",$1000,3 bedrooms,3 bathrooms,2 parking spaces
438334040,NT,House,"47 Darwent Street, Malak",$590 per week,3 bedrooms,1 bathroom,2 parking spaces
438334036,NT,House,"8 Carstens Crescent, Wagaman",$620 per week,3 bedrooms,1 bathroom,2 parking spaces
438333720,NT,House,"6 Daniel Circuit, Herbert",$500 per week,2 bedrooms,1 bathroom,1 parking space
438333412,NT,Apartment,"1/25 Rossiter Street, Rapid Creek",$540 per week,2 bedrooms,1 bathroom,3 parking spaces
438332768,NT,Apartment,"3/64 Marina Boulevard, Larrakeyah",$850 per week,3 bedrooms,2 bathrooms,1 parking space
438332148,NT,House,"15 Bougainvilia Avenue, East Side",$470 wk,3 bedrooms,1 bathroom,2 parking spaces
438331592,NT,Unit,"3/150 Dick Ward Drive, Coconut Grove",$320.00 per week,1 bedroom,1 bathroom,1 parking space
438331496,NT,Unit,"10/4 Mcminn Street, Darwin City",$600 PW,2 bedrooms,2 bathrooms,2 parking spaces
438331452,NT,House,"10 Lens Court, Woodroffe",$600 per week,4 bedrooms,2 bathrooms,2 parking spaces
438331180,NT,Townhouse,"4/44 Bayview Boulevard, Bayview",$790 PW,3 bedrooms,2 bathrooms,2 parking spaces
438330976,NT,House,"134 Kurrajong Drive, East Side",$670 per week,4 bedrooms,2 bathrooms,
438330708,NT,Unit,"2/298 Casuarina Drive, Rapid Creek",$580 pw Furnished,2 bedrooms,1 bathroom,2 parking spaces
438330612,NT,Unit,"1/7 Hickory  Street, Nightcliff",$370,2 bedrooms,1 bathroom,1 parking space
438330608,NT,House,"3 Wandie Crescent, Anula",$675 per week,3 bedrooms,1 bathroom,4 parking spaces
438330504,NT,House,"249 Mcmillans Road, Moil",$580 pw,3 bedrooms,2 bathrooms,4 parking spaces
438330324,NT,Unit,"7/36 Armidale Street, Stuart Park",$720 per week,3 bedrooms,2 bathrooms,2 parking spaces
438330296,NT,House,"8 Rayney Street, Durack",$650 Per Week,3 bedrooms,2 bathrooms,3 parking spaces
438329324,NT,House,"1/14 Havelock Street, Coolalinga",$600 per week,3 bedrooms,2 bathrooms,2 parking spaces
438329240,NT,House,"11 Isabel Court, Anula",$680 per week,5 bedrooms,2 bathrooms,3 parking spaces
433452742,NT,Townhouse,"8/4 Melville Street, The Gardens",$900 per week,3 bedrooms,2 bathrooms,2 parking spaces
435815820,NT,Unit,"15/107 Woods Street, Darwin City",$700 per week,3 bedrooms,2 bathrooms,2 parking spaces
433408170,NT,Unit,"16/1 Mauna Loa Street, Darwin City",$695 per week,3 bedrooms,2 bathrooms,2 parking spaces
427666530,NT,Unit,"5/32 McLachlan Street, Darwin City",$650 per week,3 bedrooms,2 bathrooms,2 parking spaces
427134978,NT,Unit,"3/13 Redwood Street, Johnston",$640 per week,3 bedrooms,2 bathrooms,2 parking spaces
435806324,NT,House,"1 Arthur Street, Alawa",$620 per week,4 bedrooms,1 bathroom,
433388310,NT,Apartment,"6/3 Coronation Drive, Stuart Park",$580 per week,2 bedrooms,2 bathrooms,2 parking spaces
428345270,NT,Townhouse,"5/5 St John Court, The Gardens",$580 per week,3 bedrooms,2 bathrooms,2 parking spaces
434950175,NT,House,"16 Kilfoyle Crescent, Nakara",$580 per week,3 bedrooms,1 bathroom,
434656415,NT,Unit,"1/3 Dornoch Court, Marrara",$550 per week,2 bedrooms,1 bathroom,3 parking spaces
416874618,NT,Unit,"6/31 Duke Street, Stuart Park",$380.00,2 bedrooms,1 bathroom,
420497438,NT,House,"2/150 Daniel Circuit, Herbert",$370.00 per week,1 bedroom,1 bathroom,1 parking space
438326912,NT,Unit,"10/7 Esplanade, Darwin City",$580 per week,2 bedrooms,2 bathrooms,2 parking spaces
438326512,NT,Unit,"506/250 Farrar Boulevard, Johnston",$510 per week,2 bedrooms,2 bathrooms,2 parking spaces
438325656,NT,House,"51 Melbourne Street, Johnston",$570 per week,3 bedrooms,1 bathroom,2 parking spaces
436265996,NT,House,"14 Conigrave Street, Fannie Bay","$1,200 per week",3 bedrooms,2 bathrooms,4 parking spaces
438325340,NT,Unit,"22/138 Casuarina Drive, Nightcliff",$570 per week,2 bedrooms,1 bathroom,1 parking space
438324956,NT,Unit,". Yeadon Circuit, Moil",$400 per week,2 bedrooms,1 bathroom,
438304852,NT,Unit,"15/262 Casuarina Drive, Nightcliff",$550 per week,2 bedrooms,1 bathroom,1 parking space
438324876,NT,Apartment,"1207/105 Mitchell Street, Darwin City",$700 per week,2 bedrooms,2 bathrooms,2 parking spaces
438324596,NT,House,"17B Milner Road, Gillen",$800 per week,6 bedrooms,1 bathroom,5 parking spaces
438324092,NT,Unit,"1305/16 Harvey Street, Darwin City",$700 pw,2 bedrooms,2 bathrooms,2 parking spaces
438322604,NT,House,"3 Margaritis St, Wanguri",$780 per week,4 bedrooms,2 bathrooms,5 parking spaces
438322592,NT,Apartment,"20/108 Mitchell Street, Darwin City",$720 per week,2 bedrooms,2 bathrooms,2 parking spaces
438322560,NT,House,"33 Wood Cres, Rosebery",$850 per week,4 bedrooms,2 bathrooms,4 parking spaces
438322040,NT,Unit,"5b/5 Damascene Cres, Bellamack",$208 per week,1 bedroom,1 bathroom,1 parking space
438321568,NT,Apartment,"UNIT 153/8A GARDINER STREET, Darwin City","$1,100 per week",3 bedrooms,2 bathrooms,2 parking spaces
438321368,NT,Apartment,"3/11 Negri Street, Bakewell",$490 per week,3 bedrooms,2 bathrooms,2 parking spaces
433786111,NT,House,"15B Cypress Road, Humpty Doo",$450 per week,2 bedrooms,1 bathroom,4 parking spaces
438320012,NT,House,"45 Cuthbertson Crescent, Moulden",$500 per week,3 bedrooms,1 bathroom,1 parking space
438319584,NT,House,"42 Tmara Mara Circuit, Araluen",$1150 per week,4 bedrooms,2 bathrooms,2 parking spaces
438318456,NT,Apartment,"104/6 Finniss St, Darwin City",$500 per week,1 bedroom,study,1 bathroom
414874811,NT,House,"45 Cuthbertson Crescent, Moulden",$500 per week,3 bedrooms,1 bathroom,6 parking spaces
437246716,NT,Apartment,"11/28 Woods Street, Darwin City",$470 per week,1 bedroom,1 bathroom,1 parking space
438317632,NT,House,"5/7 Dornoch Court, Marrara",$500 per week,2 bedrooms,1 bathroom,2 parking spaces
438317460,NT,Apartment,"1107/43 Knuckey St, Darwin City",$550 per week,1 bedroom,1 bathroom,
438317364,NT,House,"43 Claymore Circuit, Brinkin",$870 per week,3 bedrooms,2 bathrooms,4 parking spaces
436835072,NT,Apartment,"816/43 Knuckey St, Darwin City",$600 per week,1 bedroom,1 bathroom,1 parking space
437040880,NT,Apartment,"1107/43 Knuckey St, Darwin City",$550 per week,1 bedroom,1 bathroom,
438316152,NT,Unit,"29/117 Smith Street, Darwin City",360/week,1 bedroom,1 bathroom,1 parking space
438315764,NT,House,"6/1 Mirus Street, Larapinta",$480 per week,2 bedrooms,1 bathroom,
438315752,NT,House,"57 Patterson Street, Larapinta",$540 per week,3 bedrooms,1 bathroom,
438315560,NT,House,"24 Constance Court, Moulden",$560 per week,3 bedrooms,1 bathroom,2 parking spaces
438314276,NT,Townhouse,"6/11 Undoolya Road, East Side",$430.00 per week,2 bedrooms,1 bathroom,1 parking space
438314132,NT,House,"7/9 Manila Place, Woolner",$530 per week,2 bedrooms,1 bathroom,2 parking spaces
438314028,NT,House,"7 Renner Street, East Side",$1200.00 per week,5 bedrooms,2 bathrooms,3 parking spaces
438313472,NT,House,"2202/4 Kurringal Court, Fannie Bay",$364 per week,2 bedrooms,1 bathroom,
438313360,NT,Townhouse,"4/5 Cycad Place, Sadadeen",$450 wk,2 bedrooms,1 bathroom,1 parking space
438313016,NT,Unit,"26/14 Priest Circuit, Gray",$400 per week,2 bedrooms,1 bathroom,2 parking spaces
438312952,NT,House,"16/32 Kalymnos Drive, Karama",$336 per week,2 bedrooms,1 bathroom,
438312940,NT,House,"8 Bayview Boulevard, Bayview","$1,150 per week",4 bedrooms,2 bathrooms,2 parking spaces
438312888,NT,House,"10 Stasinowsky Street, Alawa",$850 per week,5 bedrooms,3 bathrooms,3 parking spaces
438312884,NT,House,"27/15 Fairweather Crescent, Coolalinga",$245 per week,1 bedroom,1 bathroom,
438312836,NT,House,"6/15 Fairweather Crescent, Coolalinga",$315 per week,2 bedrooms,1 bathroom,
438312744,NT,Unit,"10/12 Dashwood Place, Darwin City",$650 per week,3 bedrooms,2 bathrooms,2 parking spaces
438312632,NT,Unit,"1005/5 Gardiner Street, Darwin City",$560 per week,2 bedrooms,2 bathrooms,2 parking spaces
438312400,NT,Unit,"7/12 Paspaley Place, Cullen Bay",$680 per week,3 bedrooms,2 bathrooms,2 parking spaces
438312276,NT,House,"24 Lakes Crescent, Northlakes",$780 per week,3 bedrooms,2 bathrooms,
438311300,NT,House,"48 Odegaard Drive, Rosebery",$357 per week,2 bedrooms,1 bathroom,
438311248,NT,House,"9/48 Odegaard Dr, Rosebery",$434 per week,3 bedrooms,1 bathroom,
438310824,NT,Unit,"16/408 Trower Road, Tiwi",$360 per week,1 bedroom,1 bathroom,1 parking space
438310000,NT,House,"4 Kurringal Court, Fannie Bay",$420 per week,3 bedrooms,1 bathroom,
438309996,NT,House,"89 & 100 Farrar Boulevard, Farrar",$329 per week,3 bedrooms,1 bathroom,
438309696,NT,House,"2/4 Hawkins Street, Gillen",$680 per week,3 bedrooms,2 bathrooms,
438308568,NT,House,"18 Graham Street, Stuart Park","$1,000 per week",4 bedrooms,3 bathrooms,2 parking spaces
437406056,NT,Townhouse,"2/6 D'ambrosio Court, Parap",$900 per week,3 bedrooms,2 bathrooms,3 parking spaces
436723136,NT,Apartment,"2/96 Woods Street, Darwin City",$720 per week,3 bedrooms,2 bathrooms,2 parking spaces
435453543,NT,House,"61 Hillier Road, Howard Springs",$680 per week,3 bedrooms,1 bathroom,4 parking spaces
435875236,NT,House,"10 Richards Crescent, Rosebery",$670 per week,4 bedrooms,2 bathrooms,3 parking spaces
418983194,NT,Unit,"1005/16 Harvey Street, Darwin City",$650 per week,2 bedrooms,2 bathrooms,2 parking spaces
438305472,NT,Unit,"3/296 Casuarina Drive, Rapid Creek",$610 per week,3 bedrooms,2 bathrooms,2 parking spaces
430184366,NT,Townhouse,"11/10 Damascene Crescent, Bellamack",$550 per week,3 bedrooms,2 bathrooms,2 parking spaces
435572671,NT,House,"4 Cuthbertson Crescent, Moulden",$530 per week,3 bedrooms,1 bathroom,4 parking spaces
412501423,NT,Unit,"22/17 Geranium Street, The Gardens",$530 Weekly,2 bedrooms,1 bathroom,1 parking space
416989906,NT,Duplex/Semi-detached,"2/8 Senna Court, Sadadeen",$430 wk,3 bedrooms,1 bathroom,3 parking spaces
438307944,NT,Apartment,"3/6 Arafura Court, Rapid Creek",$330 per week,1 bedroom,1 bathroom,2 parking spaces
438307132,NT,House,"31 McAulay Street, Rosebery",$680 per week,4 bedrooms,2 bathrooms,2 parking spaces
438306436,NT,Apartment,"5/2 Belle Place, Millner",$470.00,2 bedrooms,2 bathrooms,2 parking spaces
438306168,NT,House,"16 Whitegum Crescent, Zuccoli",$700 per week,3 bedrooms,2 bathrooms,3 parking spaces
438305752,NT,House,"4 O'Loughlin Street, Durack",$775 per week,3 bedrooms,2 bathrooms,2 parking spaces
438305196,NT,House,"16 Lucy Court, Driver",$530 PER WEEK,3 bedrooms,2 bathrooms,2 parking spaces
438304920,NT,Unit,"1001/29 Daly Street, Darwin City",$750 per week Fully Furnished,2 bedrooms,2 bathrooms,2 parking spaces
438304848,NT,Apartment,"704/43B Knuckey Street, Darwin City",$460 per week,1 bedroom,1 bathroom,
438304468,NT,House,"16 Witherden, Nakara",$650.00 per week,3 bedrooms,1 bathroom,2 parking spaces
438304276,NT,Unit,"10/14 Forrest Parade, Bakewell",$450 per week,2 bedrooms,1 bathroom,2 parking spaces
438304112,NT,House,"10 Butterfly Court, Gunn",$610 per week,4 bedrooms,2 bathrooms,2 parking spaces
438303868,NT,House,"1/32 Crosby Street, Zuccoli",$640 Per Week,3 bedrooms,2 bathrooms,2 parking spaces
438303672,NT,Unit,"16/73 Aralia Street, Nightcliff",$430 per week,2 bedrooms,1 bathroom,
438303664,NT,House,"17 Butters Street, Moil",750 per week,4 bedrooms,study,3 bathrooms
438303608,NT,Apartment,"3/24 Harvey Street, Darwin City",$500 per week,2 bedrooms,2 bathrooms,2 parking spaces
438303424,NT,Unit,"1/40 Yanyula St,, Anula",$520 per week,3 bedrooms,1 bathroom,2 parking spaces
438303300,NT,Unit,"3/7 Hugh Court, Bakewell",$480 per week,3 bedrooms,2 bathrooms,2 parking spaces
438302968,NT,Unit,"14/19 Undoolya Street, Tiwi",$650 Fully Furn and Equipped,2 bedrooms,1 bathroom,2 parking spaces
438302596,NT,House,"76 Newmarch Street, Muirhead",$850 per week,4 bedrooms,2 bathrooms,2 parking spaces
438301888,NT,Unit,"2/21 Fuller Crescent, Katherine",$400 per week,2 bedrooms,1 bathroom,3 parking spaces
437548532,NT,Apartment,"1120/43 Knuckey St, Darwin City",$500 per week,1 bedroom,1 bathroom,1 parking space
438283384,NT,Unit,"5/14 Westralia Street, Stuart Park",$450 per week,2 bedrooms,1 bathroom,1 parking space
415020803,NT,Unit,"16/4 Giuseppe Court, Coconut Grove",$430 per week,2 bedrooms,1 bathroom,2 parking spaces
413030139,NT,Unit,"4/172 Casuarina Drive, Nightcliff",$400 per week,2 bedrooms,1 bathroom,1 parking space
438300356,NT,House,"77 Dixon Road, Braitling",$640 per week,3 bedrooms,1 bathroom,6 parking spaces
438299852,NT,Unit,"12/10 Jacaranda Avenue, Nightcliff",$510 per week,2 bedrooms,1 bathroom,1 parking space
438299656,NT,Unit,"35B Redmond Crescent, Durack",$259.20 PW,1 bedroom,1 bathroom,1 parking space
438299208,NT,Apartment,"91/9 Carey Street, Darwin City",$690 per week,3 bedrooms,2 bathrooms,2 parking spaces
438299144,NT,Apartment,"29/17 Geranium Street, The Gardens",$550 Per Week,2 bedrooms,1 bathroom,1 parking space
438298952,NT,House,"18 Richards Crescent, Rosebery",$975 Per Week,4 bedrooms,2 bathrooms,4 parking spaces
438298928,NT,Unit,"10/54 Sabine Road, Millner",$420 per week,2 bedrooms,1 bathroom,2 parking spaces
438298788,NT,Townhouse,"3/1 George Street,, Johnston",$680 per week,3 bedrooms,study,3 bathrooms
438297356,NT,House,"35 Corrick Court, Moulden",$450 per week,2 bedrooms,1 bathroom,2 parking spaces
438296896,NT,House,"26 Colster Crescent, Wagaman",$700 pw,4 bedrooms,1 bathroom,2 parking spaces
438296820,NT,House,"8 Anson Court, Leanyer",$660 per week,4 bedrooms,2 bathrooms,2 parking spaces
438295124,NT,House,"24 Leitch Street, Muirhead",$950 Per Week,4 bedrooms,study,2 bathrooms
438295020,NT,House,"29 Purvis Crescent, Gillen",$720 wk,4 bedrooms,2 bathrooms,
438295004,NT,Apartment,"1004/102 Esplanade, Darwin City",Views over the Harbour - Fully Furnished $900 pw,3 bedrooms,2 bathrooms,2 parking spaces
438294116,NT,House,"48 Humbert Street, Leanyer",$500 per week,3 bedrooms,study,1 bathroom
431432674,NT,Townhouse,"5/5 Eden Street, Stuart Park",$700 per week,3 bedrooms,2 bathrooms,3 parking spaces
435813700,NT,Townhouse,"3/12 Grice Street, Coolalinga",$675 per week,4 bedrooms,2 bathrooms,2 parking spaces
428109218,NT,Unit,"806/31 Smith Street, Darwin City",$590 per week,2 bedrooms,2 bathrooms,1 parking space
428212802,NT,House,"5 Masson Court, Bakewell",$560 per week,3 bedrooms,2 bathrooms,2 parking spaces
432350146,NT,Apartment,"414/12 Salonika Street, Parap",$550 per week,1 bedroom,1 bathroom,1 parking space
427066902,NT,Unit,"10/13 Lloyd Road, Humpty Doo",$450 per week,3 bedrooms,1 bathroom,2 parking spaces
435443755,NT,House,"18 Greenhide Road, Marlow Lagoon",$420 per week,1 bedroom,1 bathroom,4 parking spaces
428708882,NT,Townhouse,"31/298 Trower Road, Wanguri",$400 per week,1 bedroom,1 bathroom,1 parking space
408244427,NT,Unit,"Unit 2/13 Gason Street, Gillen",$380 wk,2 bedrooms,1 bathroom,1 parking space
438293228,NT,Unit,"10/6 Montoro Court, Larrakeyah",$650 per week,3 bedrooms,study,2 bathrooms
438293176,NT,Unit,"1/5 Packard Place, Larrakeyah",$530 per week,2 bedrooms,1 bathroom,2 parking spaces
438292440,NT,Unit,"7/55 Aralia Street, Nightcliff",$330 per week,1 bathroom,1 parking space,
438292436,NT,Unit,"2/2-3 Packard Place, Larrakeyah",$675 per week,2 bedrooms,2 bathrooms,2 parking spaces
438292332,NT,Unit,"6/70 Rosebery Drive, Rosebery",$410 per week,2 bedrooms,1 bathroom,1 parking space
438292292,NT,House,"128 East Point Road, Fannie Bay","$1,600 Per Week",4 bedrooms,3 bathrooms,2 parking spaces
438292260,NT,Unit,"1/52 Ryland Road, Millner",$350 per week,1 bedroom,1 bathroom,1 parking space
438290716,NT,Unit,"22/177 Smith Street, Darwin City",$360 per week,1 bedroom,1 bathroom,
438289332,NT,House,"335 Trower Road, Nakara",$580 per week,3 bedrooms,1 bathroom,1 parking space
438288840,NT,House,"8 Gosse Circuit, Gunn",$680 per week,4 bedrooms,2 bathrooms,2 parking spaces
438288092,NT,House,"185 Power Road, McMinns Lagoon",$850 per week,5 bedrooms,3 bathrooms,6 parking spaces
438286476,NT,Unit,"2/7 Houston Street, Larrakeyah",$480 per week,2 bedrooms,1 bathroom,2 parking spaces
434039319,NT,House,"10 Claymore Circuit, Brinkin","$1,200 per week",4 bedrooms,2 bathrooms,4 parking spaces
433567178,NT,House,"23 Withnall Circuit, Muirhead",$780 per week,4 bedrooms,2 bathrooms,2 parking spaces
436844976,NT,House,"90 Wellington Parade, Alawa",*** LEASE BREAK  - $740 / Week ***,4 bedrooms,2 bathrooms,2 parking spaces
438284724,NT,House,"26 Damabila Street, Lyons",$820 per week,4 bedrooms,2 bathrooms,2 parking spaces
438284032,NT,House,"266 Forrest Parade, Bellamack",$600 pw,3 bedrooms,3 bathrooms,2 parking spaces
438282212,NT,Unit,"12/26 Marina Bouvlevard, Cullen Bay",$550 per week,2 bedrooms,1 bathroom,1 parking space
438281960,NT,Unit,"45/26 Palm Circuit, Ross",$300 wk,1 bedroom,1 bathroom,
438280600,NT,Unit,"40/130 Smith St, Darwin City",$680 per week,2 bedrooms,2 bathrooms,2 parking spaces
438280404,NT,Apartment,"242/129 Flynn Circuit, Bellamack",FURNISHED $500 pw,2 bedrooms,2 bathrooms,2 parking spaces
438279936,NT,House,"21 Bloomfield Street, Gillen",$850 per week,4 bedrooms,2 bathrooms,8 parking spaces
438279856,NT,Apartment,"1207/43 Knuckey St, Darwin City",$550 per week,1 bedroom,1 bathroom,
435497139,NT,Apartment,"9/84 Esplanade, Darwin City",$900 per week,3 bedrooms,2 bathrooms,2 parking spaces
414043635,NT,House,"22 Bermingham Cres, Bayview",$725 Weekly,4 bedrooms,2 bathrooms,3 parking spaces
438269712,NT,Apartment,"3/288 Casuarina Drive, Rapid Creek",$690 per week,3 bedrooms,2 bathrooms,1 parking space
434158775,NT,Apartment,"1207/43 Knuckey St, Darwin City",$550 per week,1 bedroom,1 bathroom,
414007467,NT,Unit,"18/4 Bishop Street, Woolner",$530 per week,2 bedrooms,2 bathrooms,2 parking spaces
435544331,NT,Unit,"26/186 Forrest Parade, Rosebery",$460 per week,2 bedrooms,1 bathroom,1 parking space
426139302,NT,Unit,"Unit 2/2 McMInn Street, East Side",$385.00,1 bedroom,1 bathroom,1 parking space
409303103,NT,Unit,"5/3 Clough Court, Katherine",$380 per week,2 bedrooms,1 bathroom,1 parking space
416330433,NT,Unit,"2A/8 Eden Street, Stuart Park",$365 Includes Electricty,1 bathroom,1 parking space,
438276996,NT,Unit,"1/1A (back) Giles Street, East Side",$500 per week,2 bedrooms,1 bathroom,1 parking space
438276048,NT,Unit,"4/31 Coronation Drive, Stuart Park",$560 per week,2 bedrooms,2 bathrooms,2 parking spaces
438275828,NT,House,"18 Bloomfield Street, Gillen",$720.00 per week,4 bedrooms,3 bathrooms,4 parking spaces
438274492,NT,House,"42 Bloodwood Street, Zuccoli",$670 per week,3 bedrooms,2 bathrooms,4 parking spaces
438273824,NT,House,"34 Reuben Avenue, Berrimah",$1000 pw,4 bedrooms,3 bathrooms,2 parking spaces
438273168,NT,House,"109 Panquee Boulevard, Berrimah",$800 per week,4 bedrooms,2 bathrooms,2 parking spaces
438271040,NT,House,"38 McInnis Circuit, Driver",$590.00 per week,3 bedrooms,1 bathroom,2 parking spaces
438270760,NT,House,"64 Silverleaf Road, Zuccoli",$600 per week,3 bedrooms,2 bathrooms,2 parking spaces
438270528,NT,House,"21 Aralia Street, Nightcliff","$1,200 per week",5 bedrooms,3 bathrooms,3 parking spaces
429861086,NT,House,"16 Cardo Court, Ludmilla",$860 per week,4 bedrooms,2 bathrooms,3 parking spaces
435868500,NT,House,"34 Woodroffe Avenue, Woodroffe",$700 per week,4 bedrooms,2 bathrooms,4 parking spaces
424546938,NT,Apartment,"312/102 Esplanade, Darwin City",$680 per week,2 bedrooms,2 bathrooms,2 parking spaces
427945802,NT,Unit,"801/29 Daly Street, Darwin City",$680 per week,2 bedrooms,2 bathrooms,2 parking spaces
430026958,NT,Unit,"7/5 Annear Court, Stuart Park",$670 per week,3 bedrooms,2 bathrooms,2 parking spaces
438254328,NT,Townhouse,"12/138 Casuarina Drive, Nightcliff",$640 per week,3 bedrooms,2 bathrooms,2 parking spaces
433151510,NT,House,"34 Gosse Cirt, Gunn",$590 per week,3 bedrooms,2 bathrooms,3 parking spaces
435662044,NT,Duplex/Semi-detached,"1/29 Landsborough Street, Bakewell",$550 per week,3 bedrooms,2 bathrooms,2 parking spaces
435942228,NT,Apartment,"2/15 Omeo Street, Brinkin",$500 per week,2 bedrooms,1 bathroom,1 parking space
432328506,NT,Studio,"501/3 Gardiner Street, Darwin City",$430 per week,1 bedroom,1 bathroom,1 parking space
431789326,NT,Unit,"1/24 Taylor Street, Araluen",$390 per week,2 bedrooms,1 bathroom,1 parking space
438353092,TAS,House,"2/24 Roberts Crescent, Newnham",$630 per week,4 bedrooms,2 bathrooms,2 parking spaces
438353004,TAS,House,"20 Somerville Street, Sorell",$395 per week,2 bedrooms,1 bathroom,2 parking spaces
438352676,TAS,House,"27 Viola Crescent, Gagebrook",$400 per week,2 bedrooms,1 bathroom,2 parking spaces
438352460,TAS,House,"17 Breteeca Close, Port Sorell",$500 per week,3 bedrooms,2 bathrooms,2 parking spaces
438352404,TAS,Townhouse,"5 Greenhood Circuit, Kingston",$675 per week,3 bedrooms,3 bathrooms,2 parking spaces
438352360,TAS,House,"11 Archer Street, Port Sorell",$400 per week,2 bedrooms,1 bathroom,1 parking space
438352248,TAS,Villa,"8/15 Park Road, Lindisfarne",$430 per week,2 bedrooms,1 bathroom,1 parking space
438352032,TAS,House,"1/18 Longview Avenue, Sandy Bay",$650 per week,2 bedrooms,1 bathroom,2 parking spaces
438351624,TAS,House,"73 Lawrence Vale Rd, South Launceston",$560 per week,4 bedrooms,2 bathrooms,1 parking space
438351116,TAS,House,"51 Grevillea Avenue, Old Beach",$775 per week,4 bedrooms,3 bathrooms,2 parking spaces
438351100,TAS,Unit,"5/30 Connaught Cres, West Launceston",$260 per week,1 bedroom,1 bathroom,1 parking space
438350760,TAS,Unit,"17 Gregory Street, Sandy Bay",$550 per week,2 bedrooms,2 bathrooms,1 parking space
438350696,TAS,Townhouse,"10 Rock Lily Way, Kingston",$620 per week,3 bedrooms,2 bathrooms,2 parking spaces
